Transaction_ID,Date,Customer_Type,Crop_Type,Harvest_Season,Moisture_Content_%,DM_Content_%,Quantity_MT,Price_per_MT_INR,Total_Sales_INR,Logistics_Cost_INR,Profit_Margin_%,Payment_Mode,Credit_Period_Days,Bagging_Type
TXN2025-005191,17-05-2025,Dairy Farm,Hybrid Mix,Summer,62.6,37.4,14.32,6813,88955.84,3138.11,16.19,Bank Transfer,0,Bale-50kg
TXN2025-000866,17-05-2025,Individual Farmer,Maize,Summer,65,37.5,14.09,7297,104251.91,3920.94,16.65,Credit,30,Bags
TXN2025-002393,17-05-2025,Individual Farmer,Maize,Summer,63.1,36.9,6.09,7217,38884.65,1697.34,12.33,Credit,21,Bulk
TXN2025-005497,17-05-2025,Dairy Farm,Maize,Summer,68,32,5.39,6464,44009.35,2190.36,13.53,UPI,0,Bale-50kg
TXN2025-001288,17-05-2025,Individual Farmer,Jowar,Summer,71.3,28.7,5.31,8016,39251.52,1930.71,20.55,Cash,0,Bale-50kg
TXN2025-000823,18-05-2025,Dairy Farm,Bajra,Summer,66.7,33.3,22.16,7918,156072.88,6405.82,18.59,UPI,0,Bags
TXN2025-005272,18-05-2025,Individual Farmer,Jowar,Summer,64.4,35.6,12.98,8677,103476.56,2919.83,18.26,Bank Transfer,0,Bale-50kg
TXN2025-004110,18-05-2025,Co-operative,Jowar,Summer,66.8,33.2,12.07,8349,93349.38,4572.85,18.95,UPI,0,Bags
TXN2025-000326,18-05-2025,Individual Farmer,Maize,Summer,59.5,40.5,3.09,6680,22634.25,3347.09,13.39,UPI,0,Bale-50kg
TXN2025-000186,19-05-2025,Individual Farmer,Bajra,Summer,64.6,35.4,30,7986,191880,5989.03,16.06,Credit,14,Bags
TXN2025-002929,19-05-2025,Co-operative,Hybrid Mix,Summer,61.7,38.3,17.58,6153,119456.1,3469.21,19.71,Bank Transfer,0,Bale-50kg
TXN2025-004832,19-05-2025,Dairy Farm,Hybrid Mix,Summer,65,36.6,13.04,6597,83508.16,1907.67,14.4,Bank Transfer,0,Bulk
TXN2025-002244,19-05-2025,Co-operative,Maize,Summer,61.2,38.8,12.8,6393,90163.2,4550.17,17.18,UPI,0,Bags
TXN2025-001570,19-05-2025,Individual Farmer,Maize,Summer,65,35.5,8.97,7519,69696.9,2835.04,16.07,Credit,14,Bale-50kg
TXN2025-004958,19-05-2025,Individual Farmer,Maize,Summer,65,40,8.36,7337,52417.2,4121.89,17.76,Credit,14,Bags
TXN2025-003946,19-05-2025,Individual Farmer,Jowar,Summer,62,38,5.09,7984,41488.59,2639.88,14.43,Bank Transfer,0,Bulk
TXN2025-003304,19-05-2025,Individual Farmer,Maize,Summer,65,36.9,4.52,7512,32616.32,1792.23,15.4,Bank Transfer,0,Bale-50kg
TXN2025-005100,20-05-2025,Dairy Farm,Jowar,Summer,66.2,33.8,16,8698,135904,2450.85,18.12,UPI,0,Bale-50kg
TXN2025-005276,20-05-2025,Individual Farmer,Maize,Summer,58,42,10.81,6453,82674.88,4216.96,17.66,UPI,0,Bulk
TXN2025-001297,20-05-2025,Individual Farmer,Jowar,Summer,69.2,30.8,8.83,8202,67514.18,1920.82,15.88,Credit,14,Bale-50kg
TXN2025-000241,20-05-2025,Distributor,Maize,Summer,63.9,36.1,7.39,7362,56097.49,2030.31,18.89,Bank Transfer,0,Bale-50kg
TXN2025-000198,20-05-2025,Dairy Farm,Maize,Summer,61,39,7.13,6611,47164.95,2476.37,17.78,UPI,0,Bale-50kg
TXN2025-001964,20-05-2025,Individual Farmer,Jowar,Summer,67.9,32.1,6.22,8806,55519.72,2972.45,13.13,UPI,0,Bulk
TXN2025-002761,20-05-2025,Co-operative,Bajra,Summer,67.9,32.1,4.66,7799,38295.88,3138.32,9.99,UPI,0,Bale-50kg
TXN2025-001946,21-05-2025,Dairy Farm,Maize,Summer,64.9,36.6,17.5,7319,131757.5,5160.57,14.29,UPI,0,Bags
TXN2025-001198,21-05-2025,Individual Farmer,Jowar,Summer,61.8,38.2,16.73,8103,131564.72,4252.22,14.47,UPI,0,Bulk
TXN2025-000746,21-05-2025,Individual Farmer,Hybrid Mix,Summer,65,32.8,9.84,6956,57406.56,4688.91,15.13,Bank Transfer,0,Bags
TXN2025-002156,21-05-2025,Individual Farmer,Hybrid Mix,Summer,65,42,6.94,6813,53354.72,3166.94,18.03,Cash,0,Bags
TXN2025-003542,21-05-2025,Co-operative,Maize,Summer,72,28,5.2,6409,36410.4,3337.14,17.4,UPI,0,Bale-50kg
TXN2025-002576,21-05-2025,Individual Farmer,Hybrid Mix,Summer,65,33.9,4.76,7030,30801.96,1579.32,16.65,UPI,0,Bale-25kg
TXN2025-003972,22-05-2025,Dairy Farm,Jowar,Summer,64.4,35.6,6.71,8504,54015.5,2657.3,16.89,Bank Transfer,0,Bulk
TXN2025-001093,23-05-2025,Individual Farmer,Jowar,Summer,61.6,38.4,17.22,8069,144854.64,4993.34,13.82,UPI,0,Bale-50kg
TXN2025-002556,23-05-2025,Dairy Farm,Maize,Summer,67.6,32.5,12.34,7132,90464.54,2975.52,16.78,Bank Transfer,0,Bale-50kg
TXN2025-003688,23-05-2025,Individual Farmer,Jowar,Summer,65.3,34.7,12.03,8600,94098.66,4624.57,12.63,UPI,0,Bale-25kg
TXN2025-002380,23-05-2025,Distributor,Jowar,Summer,61.6,38.4,10.35,7613,74592.45,2259.05,13.54,Bank Transfer,0,Bulk
TXN2025-003609,23-05-2025,Co-operative,Maize,Summer,68.2,31.8,6.61,6468,39878.13,3448.68,11.66,UPI,0,Bale-50kg
TXN2025-003302,23-05-2025,Dairy Farm,Hybrid Mix,Summer,63.9,36.1,6.6,6634,35805,2220.27,14.03,UPI,0,Bulk
TXN2025-002907,23-05-2025,Individual Farmer,Bajra,Summer,61.3,38.7,5.44,7056,37944,2564.37,14.22,UPI,0,Bags
TXN2025-003694,23-05-2025,Individual Farmer,Maize,Summer,67.6,36.2,4.82,7582,41235.1,2123.41,16.75,UPI,0,Bale-50kg
TXN2025-003559,23-05-2025,Individual Farmer,Bajra,Summer,64,36,4.53,7979,36670.35,2334.38,14.96,UPI,0,Bags
TXN2025-002823,23-05-2025,Co-operative,Bajra,Summer,59.8,40.2,3.12,6859,19846.32,1926.71,12.86,Bank Transfer,0,Bulk
TXN2025-002551,24-05-2025,Individual Farmer,Jowar,Summer,62.4,37.6,26.76,8733,207497.04,4101.81,18.54,UPI,0,Bale-50kg
TXN2025-002746,24-05-2025,Co-operative,Jowar,Summer,63.9,36.1,17.47,8533,135497.32,5505.16,10.93,UPI,0,Bulk
TXN2025-001009,24-05-2025,Individual Farmer,Bajra,Summer,72,28,16.06,7121,108758.32,3887.7,10.18,Bank Transfer,0,Bags
TXN2025-005097,24-05-2025,Dairy Farm,Jowar,Summer,67.3,32.7,15.12,8513,97040.16,4934.71,12.99,UPI,0,Bulk
TXN2025-001152,24-05-2025,Co-operative,Maize,Summer,65,31.6,13.2,7014,102471.6,2845.59,12.71,UPI,0,Bags
TXN2025-000115,24-05-2025,Dairy Farm,Maize,Summer,63.7,37.8,8.34,7315,67328.82,4079.94,13.33,UPI,0,Bale-50kg
TXN2025-003538,24-05-2025,Individual Farmer,Jowar,Summer,63.2,36.8,4.93,9014,45740.54,1467.67,13.19,Cash,0,Bale-50kg
TXN2025-002702,25-05-2025,Individual Farmer,Bajra,Summer,61.5,38.5,14.25,7153,93180.75,4084.77,14.77,Bank Transfer,0,Bale-50kg
TXN2025-003316,25-05-2025,Co-operative,Maize,Summer,67.6,32.7,12.8,7018,92377.6,4144.89,10.52,UPI,0,Bale-50kg
TXN2025-002469,25-05-2025,Individual Farmer,Jowar,Summer,69.1,30.9,10.92,7856,88604.88,4557.83,19.52,UPI,0,Bags
TXN2025-000033,25-05-2025,Individual Farmer,Bajra,Summer,70.8,29.2,9.93,7127,64733.67,3174.65,18.57,UPI,0,Bulk
TXN2025-003175,25-05-2025,Individual Farmer,Jowar,Summer,65.7,34.3,6.23,8916,57235.01,1600.94,15.88,UPI,0,Bale-25kg
TXN2025-003458,25-05-2025,Co-operative,Jowar,Summer,67.9,32.1,5.49,8597,41570.28,3673,14.31,Cash,0,Bags
TXN2025-001591,26-05-2025,Dairy Farm,Jowar,Summer,70.5,29.5,20.3,8024,164064.6,2267.99,18.52,UPI,0,Bags
TXN2025-001883,26-05-2025,Distributor,Jowar,Summer,63.2,36.8,11.07,8365,83191.05,3637.48,12.42,UPI,0,Bulk
TXN2025-001368,26-05-2025,Co-operative,Maize,Summer,65,39.7,8.72,7076,63987.36,4220.59,17.08,UPI,0,Bulk
TXN2025-001550,26-05-2025,Individual Farmer,Maize,Summer,67.3,32.7,8.06,7535,55356.08,2996.09,18.53,UPI,0,Bale-50kg
TXN2025-003827,26-05-2025,Dairy Farm,Hybrid Mix,Summer,67.6,35.6,6.81,6765,45177.54,3659.12,12.39,Credit,45,Bags
TXN2025-000673,27-05-2025,Individual Farmer,Maize,Summer,65.2,35.5,20.13,7581,149203.56,5062.38,17.64,UPI,0,Bale-25kg
TXN2025-001471,27-05-2025,Distributor,Jowar,Summer,59.5,40.5,15.84,8014,124470.72,3986.19,9.58,Credit,45,Bale-50kg
TXN2025-001891,27-05-2025,Individual Farmer,Jowar,Summer,64.4,35.6,15.12,8792,131740.56,3976.93,16.95,Credit,7,Bale-50kg
TXN2025-000387,27-05-2025,Co-operative,Hybrid Mix,Summer,64.3,35.7,14.97,6687,106287,2183.99,21.32,Bank Transfer,0,Bulk
TXN2025-000320,27-05-2025,Individual Farmer,Bajra,Summer,63.3,36.7,12.35,7723,79138.8,4192.29,11.95,Bank Transfer,0,Bale-50kg
TXN2025-000512,27-05-2025,Co-operative,Maize,Summer,64.9,33.8,9.3,7382,65313.9,4033.74,16.2,UPI,0,Bale-50kg
TXN2025-001358,27-05-2025,Co-operative,Hybrid Mix,Summer,63.7,34.3,8.36,6746,58812.6,1647.34,10.16,UPI,0,Bale-50kg
TXN2025-003819,27-05-2025,Individual Farmer,Maize,Summer,65,35.2,8.06,7298,52704.34,2602.78,13.6,Cash,0,Bulk
TXN2025-000097,27-05-2025,Individual Farmer,Maize,Summer,67,33,7.97,7463,60165.53,3055.44,17.79,UPI,0,Bags
TXN2025-001553,27-05-2025,Dairy Farm,Bajra,Summer,67.3,32.7,6.89,7651,48746.75,1766.45,12.91,UPI,0,Bags
TXN2025-001356,27-05-2025,Co-operative,Jowar,Summer,61.9,38.1,5.39,7841,43405.67,2724.9,11.47,UPI,0,Bale-50kg
TXN2025-000960,28-05-2025,Individual Farmer,Maize,Summer,68.6,31.4,18.71,6707,130502.25,4726.14,11.74,UPI,0,Bale-50kg
TXN2025-000052,28-05-2025,Individual Farmer,Jowar,Summer,62.8,37.2,17.71,8871,155245.86,4692.25,14,UPI,0,Bale-50kg
TXN2025-004756,28-05-2025,Individual Farmer,Maize,Summer,65,33.9,17.55,7386,108213.3,5616.6,18.07,Bank Transfer,0,Bulk
TXN2025-000613,28-05-2025,Dairy Farm,Hybrid Mix,Summer,62.8,37.2,14.88,6682,75917.76,5220.82,16.99,UPI,0,Bulk
TXN2025-000985,28-05-2025,Co-operative,Jowar,Summer,68.7,31.3,14.73,7894,96201.63,2388.39,16.14,UPI,0,Bale-50kg
TXN2025-000527,28-05-2025,Dairy Farm,Jowar,Summer,66.4,33.6,13.54,8560,102213.46,3297.92,16.67,Bank Transfer,0,Bale-50kg
TXN2025-002893,28-05-2025,Individual Farmer,Jowar,Summer,58.9,41.1,8.49,8112,59616.78,2533.54,9.15,UPI,0,Bale-50kg
TXN2025-004971,28-05-2025,Dairy Farm,Bajra,Summer,67.6,32.4,7.81,7726,63026.7,2388.27,16.76,UPI,0,Bulk
TXN2025-002056,29-05-2025,Dairy Farm,Maize,Summer,65,37,14.86,7275,92845.28,2812.3,13.12,Cash,0,Bale-50kg
TXN2025-001766,29-05-2025,Individual Farmer,Maize,Summer,65.2,31.1,7.95,7515,64641.45,3445.44,16.32,Credit,7,Bale-50kg
TXN2025-004668,29-05-2025,Dairy Farm,Maize,Summer,68.2,31.8,7.49,6491,56931.49,1741.25,15.24,Cash,0,Bale-50kg
TXN2025-001419,30-05-2025,Individual Farmer,Maize,Summer,64.9,40,16.2,7388,120155.4,3635.43,12.1,Credit,7,Bale-25kg
TXN2025-004847,30-05-2025,Individual Farmer,Hybrid Mix,Summer,58.6,41.4,8.23,6135,48993.19,2147.53,16.55,Cash,0,Bulk
TXN2025-002947,30-05-2025,Individual Farmer,Jowar,Summer,65.7,34.3,7.45,8961,60508.9,3108.38,11.74,Bank Transfer,0,Bale-50kg
TXN2025-003734,30-05-2025,Individual Farmer,Maize,Summer,63.7,36.3,7.22,7491,55918.9,3893.41,11.73,Bank Transfer,0,Bale-25kg
TXN2025-004596,30-05-2025,Dairy Farm,Jowar,Summer,63.2,36.8,5.46,8593,49069.02,1841.94,17.58,Bank Transfer,0,Bulk
TXN2025-002774,31-05-2025,Individual Farmer,Jowar,Summer,63.3,36.7,15.45,8830,106326.9,5201.27,15.23,Bank Transfer,0,Bale-50kg
TXN2025-002565,31-05-2025,Individual Farmer,Maize,Summer,65,40.5,11.31,7212,76987.17,4410.9,11.28,Credit,30,Bale-50kg
TXN2025-000651,31-05-2025,Dairy Farm,Jowar,Summer,72,28,8.41,7878,58491.55,1868.54,19.6,Bank Transfer,0,Bags
TXN2025-000177,31-05-2025,Dairy Farm,Bajra,Summer,64.7,35.3,3.49,7653,26984.68,1743.54,14.43,Bank Transfer,0,Bags
TXN2025-005268,01-06-2025,Co-operative,Maize,Summer,65.2,34.7,13.55,7139,101313.35,3537.98,14.11,Credit,45,Bale-50kg
TXN2025-001686,01-06-2025,Co-operative,Bajra,Summer,66.1,33.9,11.75,7440,78020,4172.34,12.02,UPI,0,Bags
TXN2025-003633,01-06-2025,Co-operative,Bajra,Summer,63.5,36.5,9.52,7772,60309.2,3435.1,11.99,Credit,30,Bulk
TXN2025-002428,01-06-2025,Co-operative,Bajra,Summer,69.8,30.2,6.42,7006,46814.64,2180.44,13.15,UPI,0,Bale-50kg
TXN2025-004194,02-06-2025,Dairy Farm,Maize,Summer,58,42,13.45,6423,97176.25,3049.83,15.37,Bank Transfer,0,Bulk
TXN2025-003292,02-06-2025,Co-operative,Jowar,Summer,66.4,33.6,9.79,8648,82010.83,2951.21,14.62,Bank Transfer,0,Bale-50kg
TXN2025-003686,02-06-2025,Dairy Farm,Bajra,Summer,67.5,32.5,8.63,7847,57872.78,3665.33,16.4,Cash,0,Bale-50kg
TXN2025-005476,02-06-2025,Dairy Farm,Hybrid Mix,Summer,63.7,40.8,7.26,6847,44990.22,3069.64,18.85,Bank Transfer,0,Bale-50kg
TXN2025-001539,03-06-2025,Co-operative,Hybrid Mix,Summer,61.9,38.1,17.69,5961,113729.01,2127.13,8.41,Bank Transfer,0,Bulk
TXN2025-005247,03-06-2025,Individual Farmer,Jowar,Summer,63.4,36.6,15.64,8665,106117.4,4974.08,6,Credit,45,Bale-50kg
TXN2025-002210,03-06-2025,Individual Farmer,Bajra,Summer,65.1,34.9,12.79,7801,82789.67,4265.67,11.5,UPI,0,Bags
TXN2025-002466,03-06-2025,Dairy Farm,Maize,Summer,67.6,33.7,9.6,7186,75753.6,3245.2,17.43,UPI,0,Bulk
TXN2025-001196,03-06-2025,Individual Farmer,Maize,Summer,64.9,30.8,8.98,7369,72010.62,2582.85,18.98,Cash,0,Bulk
TXN2025-001315,03-06-2025,Individual Farmer,Maize,Summer,63.9,36.1,5.21,7312,42591.75,2050.25,12.8,Credit,45,Bale-25kg
TXN2025-000518,03-06-2025,Individual Farmer,Maize,Summer,65,34.9,5.08,7383,40558.72,2488.77,8.54,UPI,0,Bags
TXN2025-001853,03-06-2025,Dairy Farm,Maize,Summer,60.3,39.7,4.29,6479,34628.88,3033.74,16.21,UPI,0,Bale-50kg
TXN2025-003869,03-06-2025,Co-operative,Maize,Summer,63.7,40,4.23,7289,35185.14,1614.72,23.27,Bank Transfer,0,Bale-50kg
TXN2025-000592,04-06-2025,Individual Farmer,Hybrid Mix,Summer,65,39.8,6.61,6834,42581.62,3569.27,16.77,Bank Transfer,0,Bulk
TXN2025-000581,04-06-2025,Distributor,Jowar,Summer,66.4,33.6,5.32,8638,44310.28,3256.35,15.13,Bank Transfer,0,Bale-50kg
TXN2025-001612,04-06-2025,Individual Farmer,Maize,Summer,67.6,34,3.2,7254,22470.4,3429.58,12.4,Cash,0,Bulk
TXN2025-005043,05-06-2025,Dairy Farm,Maize,Summer,65.2,36.6,12.27,6960,68135.31,3306.94,13.41,Cash,0,Bulk
TXN2025-002283,05-06-2025,Dairy Farm,Jowar,Summer,70.6,29.4,10.21,7558,72613.52,3291.19,12.81,Bank Transfer,0,Bulk
TXN2025-001172,05-06-2025,Dairy Farm,Jowar,Summer,60.4,39.6,8.71,8086,65394.68,3286.21,12.19,Cash,0,Bale-50kg
TXN2025-005011,05-06-2025,Dairy Farm,Maize,Summer,65.2,36.4,8.68,7278,63320.6,1736.75,16.93,Credit,30,Bale-50kg
TXN2025-001132,05-06-2025,Individual Farmer,Jowar,Summer,59.4,40.6,6.83,8011,55958.19,2158.26,18.58,UPI,0,Bulk
TXN2025-002501,06-06-2025,Co-operative,Bajra,Summer,66.4,33.6,12.15,7504,77456.25,4144.61,12.78,Cash,0,Bags
TXN2025-005202,06-06-2025,Distributor,Jowar,Summer,62,38,11.15,7891,95756.2,4299.61,13.41,Bank Transfer,0,Bale-25kg
TXN2025-003348,07-06-2025,Dairy Farm,Hybrid Mix,Summer,59.3,40.7,12.38,5990,86771.42,4058.13,17.72,Credit,30,Bags
TXN2025-002670,07-06-2025,Dairy Farm,Hybrid Mix,Summer,58,42,11.21,5820,79277.12,4027.84,7.24,Bank Transfer,0,Bags
TXN2025-003751,07-06-2025,Individual Farmer,Bajra,Summer,67.7,32.3,10.58,7712,73308.82,4001.92,13.96,UPI,0,Bale-50kg
TXN2025-004593,07-06-2025,Dairy Farm,Jowar,Summer,66.9,33.1,8.46,8816,63331.56,1993.27,16.79,UPI,0,Bale-50kg
TXN2025-004246,07-06-2025,Individual Farmer,Jowar,Summer,69.6,30.4,7.81,8223,59137.32,2101.03,21.11,Bank Transfer,0,Bale-50kg
TXN2025-000701,07-06-2025,Individual Farmer,Maize,Summer,67.6,38.7,7.61,7308,48110.42,3485.4,17.29,Cash,0,Bulk
TXN2025-002842,07-06-2025,Dairy Farm,Maize,Summer,65,39.7,7.07,7151,47510.4,1912.49,9.21,Credit,14,Bale-50kg
TXN2025-002094,07-06-2025,Co-operative,Hybrid Mix,Summer,65,29.5,6.24,6809,45651.84,2326.57,20.15,UPI,0,Bale-50kg
TXN2025-001719,07-06-2025,Individual Farmer,Bajra,Summer,67.6,32.4,6.19,7913,42995.74,1742.75,9.7,Credit,30,Bags
TXN2025-003558,07-06-2025,Individual Farmer,Maize,Summer,67.6,39.8,6.16,7273,50475.04,3841.15,17.39,Credit,7,Bulk
TXN2025-001110,07-06-2025,Individual Farmer,Jowar,Summer,58.4,41.6,4.6,8161,33368.4,3682.41,14.78,UPI,0,Bale-50kg
TXN2025-000674,07-06-2025,Dairy Farm,Maize,Summer,65.2,36.2,4.44,7135,36869.76,3245.33,16.62,Bank Transfer,0,Bulk
TXN2025-005099,07-06-2025,Individual Farmer,Bajra,Summer,65.1,34.9,3.22,7881,26056.24,2376.24,11.03,Credit,21,Bale-50kg
TXN2025-002058,08-06-2025,Individual Farmer,Bajra,Summer,64,36,23.85,8078,165065.85,3917.11,12.04,Credit,7,Bulk
TXN2025-003387,08-06-2025,Co-operative,Bajra,Summer,61.7,38.3,19.97,7069,135196.9,3512.47,14.06,Bank Transfer,0,Bags
TXN2025-003364,08-06-2025,Dairy Farm,Jowar,Summer,58.8,41.2,11.38,7793,85668.64,4483.94,14.61,Credit,7,Bags
TXN2025-004838,08-06-2025,Dairy Farm,Jowar,Summer,68.5,31.5,11.37,7765,78953.28,3227.89,17.07,UPI,0,Bulk
TXN2025-004970,08-06-2025,Dairy Farm,Bajra,Summer,66.9,33.1,10.64,7570,79672.32,2911.98,12.62,UPI,0,Bale-50kg
TXN2025-001259,08-06-2025,Distributor,Jowar,Summer,61.9,38.1,9.54,7927,64662.12,4177.85,14.28,UPI,0,Bulk
TXN2025-003301,08-06-2025,Individual Farmer,Maize,Summer,65.5,34.5,6.72,7311,55527.36,3277.76,10.75,UPI,0,Bale-50kg
TXN2025-005337,08-06-2025,Dairy Farm,Hybrid Mix,Summer,63.8,36.2,6.59,6702,43289.71,1818.08,13.04,UPI,0,Bale-50kg
TXN2025-001689,08-06-2025,Dairy Farm,Maize,Summer,65,34.5,3.64,7201,24107.72,2233.05,18.57,Cash,0,Bale-50kg
TXN2025-003004,09-06-2025,Dairy Farm,Maize,Summer,62.2,37.8,19.57,7262,111705.56,3261.73,9.51,UPI,0,Bale-50kg
TXN2025-004540,09-06-2025,Individual Farmer,Maize,Summer,65,37.2,9.64,7375,63816.8,3382.2,18.21,Cash,0,Bulk
TXN2025-003562,09-06-2025,Distributor,Maize,Summer,67.6,32.4,8.93,7371,67626.89,3890.65,7.95,Cash,0,Bale-50kg
TXN2025-004675,09-06-2025,Dairy Farm,Maize,Summer,65,33.5,7.36,7243,53337.92,3351.27,14.41,UPI,0,Bulk
TXN2025-002392,09-06-2025,Individual Farmer,Bajra,Summer,62.9,37.1,5.74,7800,38934.42,2836.76,19.34,UPI,0,Bale-50kg
TXN2025-001246,09-06-2025,Individual Farmer,Hybrid Mix,Summer,65.2,35,3.07,6904,21609.73,2694.36,6,Credit,14,Bags
TXN2025-004761,10-06-2025,Co-operative,Hybrid Mix,Summer,69.7,30.3,26.01,6033,143887.32,3644.04,16.36,UPI,0,Bags
TXN2025-000327,10-06-2025,Individual Farmer,Jowar,Summer,61.5,38.5,24.51,8246,210393.84,5644.54,11.58,Bank Transfer,0,Bags
TXN2025-002325,10-06-2025,Individual Farmer,Maize,Summer,63.7,33.4,15.08,7395,115467.56,4328.44,10.79,Bank Transfer,0,Bale-50kg
TXN2025-002953,10-06-2025,Dairy Farm,Maize,Summer,63.7,38.4,13.94,7202,101190.46,3585.15,10.72,Bank Transfer,0,Bags
TXN2025-001955,10-06-2025,Dairy Farm,Bajra,Summer,63.4,36.6,12.67,7445,86852.85,3829.75,18,UPI,0,Bags
TXN2025-004174,10-06-2025,Individual Farmer,Maize,Summer,65,33.1,10.44,7142,73142.64,3700.04,13.39,UPI,0,Bale-50kg
TXN2025-001225,10-06-2025,Individual Farmer,Jowar,Summer,72,28,9.97,8232,90427.9,3584.79,12.2,Credit,21,Bags
TXN2025-002507,10-06-2025,Dairy Farm,Maize,Summer,67.6,37,8.99,7375,61707.36,3672.59,16.07,UPI,0,Bale-50kg
TXN2025-003350,10-06-2025,Co-operative,Hybrid Mix,Summer,65,37.6,8.72,6770,48971.52,3069.95,8.41,Credit,7,Bale-50kg
TXN2025-000562,10-06-2025,Distributor,Maize,Summer,63.7,34,8.02,7396,53669.84,2704.79,19.21,Bank Transfer,0,Bale-25kg
TXN2025-002308,10-06-2025,Co-operative,Hybrid Mix,Summer,66.4,33.6,7.94,6672,51149.48,3121.47,12.1,UPI,0,Bulk
TXN2025-001451,10-06-2025,Dairy Farm,Bajra,Summer,58.7,41.3,5.93,6984,44042.11,1425.97,13.13,Bank Transfer,0,Bags
TXN2025-003248,10-06-2025,Co-operative,Jowar,Summer,64.1,35.9,3.41,8684,27331.15,3100.76,16.46,Bank Transfer,0,Bulk
TXN2025-004846,11-06-2025,Individual Farmer,Hybrid Mix,Summer,63.7,32.1,14.34,6895,83430.12,2077.99,20.19,UPI,0,Bale-25kg
TXN2025-003064,11-06-2025,Dairy Farm,Jowar,Summer,67.3,32.7,14.3,8521,98326.8,3724.14,17.49,UPI,0,Bale-50kg
TXN2025-003234,11-06-2025,Individual Farmer,Maize,Summer,64.9,31.3,9.49,7452,77941.37,2853.43,8.66,Cash,0,Bale-50kg
TXN2025-003308,11-06-2025,Individual Farmer,Jowar,Summer,64.2,35.8,4.62,8855,41750.94,1533.36,15.98,Cash,0,Bags
TXN2025-004894,12-06-2025,Dairy Farm,Maize,Summer,61.7,38.3,23.24,6805,129353.84,2823.05,19.69,UPI,0,Bale-50kg
TXN2025-005398,12-06-2025,Individual Farmer,Maize,Summer,67.4,32.6,15.01,7165,100071.67,2031.89,14.52,Bank Transfer,0,Bulk
TXN2025-001042,12-06-2025,Individual Farmer,Bajra,Summer,66.9,33.1,14.6,7818,102696.4,2114.69,12.75,Credit,14,Bale-50kg
TXN2025-000294,12-06-2025,Individual Farmer,Jowar,Summer,72,28,12.15,8027,86119.2,2433.7,15.4,Bank Transfer,0,Bale-25kg
TXN2025-001079,12-06-2025,Distributor,Maize,Summer,61.4,38.6,10.11,6432,58304.37,2607.09,7.59,Bank Transfer,0,Bags
TXN2025-002861,12-06-2025,Dairy Farm,Bajra,Summer,62.2,37.8,3.8,7654,30179.6,1454.19,10.38,UPI,0,Bags
TXN2025-001265,12-06-2025,Individual Farmer,Hybrid Mix,Summer,67.6,36,2.01,6882,15981.51,2957.58,12.94,UPI,0,Bale-50kg
TXN2025-003092,13-06-2025,Dairy Farm,Bajra,Summer,69.6,30.4,21.33,7154,161937.36,4470.8,22.65,UPI,0,Bags
TXN2025-001240,13-06-2025,Distributor,Hybrid Mix,Summer,65.7,34.3,19.83,6948,108708.06,5008.33,15.01,UPI,0,Bulk
TXN2025-003220,13-06-2025,Distributor,Bajra,Summer,67.4,32.6,15.87,7838,103805.67,4636.09,10.22,Cash,0,Bale-25kg
TXN2025-003838,13-06-2025,Individual Farmer,Maize,Summer,68.4,31.6,13.09,6532,94889.41,4974.68,12.36,Bank Transfer,0,Bulk
TXN2025-001922,13-06-2025,Dairy Farm,Bajra,Summer,67.2,32.8,11.06,7511,84498.4,4156,10.04,UPI,0,Bale-50kg
TXN2025-000990,13-06-2025,Individual Farmer,Hybrid Mix,Summer,70.8,29.2,10.03,6101,57832.98,2661.44,17.13,Bank Transfer,0,Bags
TXN2025-003481,13-06-2025,Individual Farmer,Bajra,Summer,67.6,32.4,7.21,7911,59482.5,4407.21,13.69,Credit,14,Bale-50kg
TXN2025-001843,13-06-2025,Co-operative,Jowar,Summer,70.9,29.1,6.4,7793,53094.4,3592.54,18.55,Bank Transfer,0,Bags
TXN2025-000589,13-06-2025,Co-operative,Maize,Summer,58,42,5.39,6395,39314.66,3788.35,17.94,UPI,0,Bags
TXN2025-002121,14-06-2025,Individual Farmer,Jowar,Summer,66.5,33.5,19.64,8836,161401.52,2356.17,16.74,UPI,0,Bale-50kg
TXN2025-001181,14-06-2025,Individual Farmer,Maize,Summer,64.9,36.7,13.36,7252,78944.24,3194.25,18.66,UPI,0,Bale-50kg
TXN2025-000372,14-06-2025,Co-operative,Hybrid Mix,Summer,70,30,9.86,6147,73161.2,3554.39,16.41,UPI,0,Bale-50kg
TXN2025-003770,14-06-2025,Distributor,Maize,Summer,67.6,39.1,6.05,7216,44806.3,2139.34,11.48,Credit,45,Bale-50kg
TXN2025-004689,14-06-2025,Dairy Farm,Maize,Summer,65,37,5.64,7211,40066.56,2516.85,16.67,UPI,0,Bale-50kg
TXN2025-003019,14-06-2025,Co-operative,Maize,Summer,65,37.2,4.59,7256,31450.68,3296.84,15.09,UPI,0,Bulk
TXN2025-002316,14-06-2025,Individual Farmer,Maize,Summer,65.2,37.1,4.38,7581,36481.02,2869.43,13.46,UPI,0,Bale-25kg
TXN2025-000870,14-06-2025,Individual Farmer,Hybrid Mix,Summer,60.3,39.7,3.5,6120,21868,1863.49,14.69,Bank Transfer,0,Bale-50kg
TXN2025-004582,15-06-2025,Individual Farmer,Bajra,Summer,72,28,16.6,7093,101575.4,2237.54,6.76,UPI,0,Bulk
